Datetime;Tanggal;Bulan;Tahun;Jam;Hari;Department;Tipe_Insiden;Jenis_Alat;Nomor_Alat;Lokasi;Penyebab;Akibat;Nama_Terlibat;Nama_Perusahaan;Status;Group;Shift;Nama_Korban;Nomor_Container;Deskripsi_Kejadian
20/07/19;20;July;2019;4;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Operator QCC 17 memuat kontainer GLDU 5626272 / 20 ""dan BMOU 2228563 / 20"" di kapal Cape Merine. Setelah 2 meter diangkat, kontainer runtuh. Tampaknya operator tidak menekan tombol kembar. Jadi kedua kontainer menimpa truk internal 152/146. Ini menyebabkan truk internal rusak dan kontainer bawah robek sekitar 2 meter dan sisi kiri dan kanan membengkak."
22/07/19;22;July;2019;14;Monday;Safety;First Aid / Injury;Others;< NOMOR ALAT >;Container Yard;Human Error;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Operator QCC 17 memuat kontainer GLDU 5626272 / 20 ""dan BMOU 2228563 / 20"" di kapal Cape Merine. Setelah 2 meter diangkat, kontainer runtuh. Tampaknya operator tidak menekan tombol kembar. Jadi kedua kontainer menimpa truk internal 152/146. Ini menyebabkan truk internal rusak dan kontainer bawah robek sekitar 2 meter dan sisi kiri dan kanan membengkak."
02/08/19;2;August;2019;6;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 43 kemudi dari blok E1 - E2 dan gantry berikutnya dari selatan ke utara. Di blok itu RTG 43 menabrak ekstruk B 9267 UGM yang sedang membawa kontainer ekspor UETU 5559098/40"". Itu menyebabkan gantry motor pelindung roda rusak."
06/08/19;6;August;2019;18;Tuesday;Safety;First Aid / Injury;Others;< NOMOR ALAT >;Dermaga;Method;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;TKBM bekerja di teluk 07 MV CAPE MAGNUS 1917N, bibirnya terkena las sudut. Hal itu menyebabkan bibir TKBM terluka, kami membawanya ke rumah sakit terdekat (PMC).
09/08/19;9;August;2019;17;Friday;Safety;First Aid / Injury;Others;< NOMOR ALAT >;Dermaga;Method;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Dalam proses menjadi pegangan wadah, sementara diperiksa isi dalam wadah, dan posisi kotak tidak tepat itu menyebabkan jatuh ke EMKL (Ekspedisi Muatan Kapal Laut). Itu menyebabkan EMKL terluka; kami membawanya ke rumah sakit terdekat (PMC)."
09/08/19;9;August;2019;14;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;sementara proses pemuatan twin kontainer dipindahkan di teluk 26, QCC 18 bermasalah (tiba-tiba menumpuk), itu menyebabkan kontainer berayun dan menabrak pagar di teluk 25 – 27. Ini menyebabkan penjaga pagar dan dek sirip di teluk 25 – 27 tikungan.
20/08/19;20;August;2019;4;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 11 pindah untuk pengiriman di blok B5.15 dan menangani kontainer SEGU 2137054/20 setelah itu ingin gantry ke selatan, tetapi ada parkir extruck B 9875 OIX sehingga RTG 11 menabrak truk eksternal itu. Hal itu menyebabkan motor gantry guard RTG 11 rusak
20/08/19;20;August;2019;4;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 01 di blok J4.14 menyerempet truk eksternal B 9897 EJ. Extruck parkir untuk menutup jalur RTG. Hal itu menyebabkan tangga RTG 01 rusak.
20/08/19;20;August;2019;4;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 22 pindah untuk pengiriman di blok A5.08 tetapi VMT masalah RTG. Dia memanggil IT untuk layanan. IT mengatakan bahwa harus bergerak dan tidak lebih dekat ke Kolinlamil karena seharusnya tidak ada sinyal di sana. Setelah mendapat sinyal dan kembali ke A2 ada extruck B9056 EJ yang diparkir di dekat jalur RTG. Jadi RTG 22 menabrakkan extruck. Hal itu menyebabkan kabin depan extruck rusak.
26/08/19;26;August;2019;11;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 59 setelah kemudi dan gantry dari selatan ke utara menabrak extruck B 9937 BEH. Itu menyebabkan pelindung roda rusak dan oli berceceran.
06/09/19;6;September;2019;7;Friday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Kontainer KLGU 0001419/40"" runtuh di blok G3 – G4 dari extruck B 9099 S. Hal itu menyebabkan KLGU Kontainer 0001419/40"" penyok dan tergores di sisi kanan."
13/09/19;13;September;2019;22;Friday;Safety;Near Miss;RS/SL/FD;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;FD 04 setelah menumpuk kontainer di blok N1.02 yang ditabrak extruck B 9864 RS. Itu menyebabkan teleskopik silinder rusak
14/09/19;14;September;2019;7;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Sementara gantry proses dari Selatan ke Utara dan kemudi bergerak, RTG 02 menyerempet dengan extruck B 9907 JG di blok A2.01. Ini menyebabkan tangga untuk tekukan operator dan kotak motor panel.
15/09/19;15;September;2019;8;Sunday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 06 gantry dari Selatan ke Utara dari blok A5 ke A4. sementara di blok A4.12, RTG 06 menyerempet truk Internal 200./ Sasis 176 menyebabkan truk internal 200/176 terparkir di jalur RTG. Itu menyebabkan RTG 06 - tangga untuk tekukan operator, dan panel gantry kontrol, panel pompa, pelindung roda, semuanya rusak. Truk internal 200/176 – kaca spion belakang, pintu kiri, sisi kiri bumper, dan tangga ke awak kabin rusak.
17/09/19;17;September;2019;16;Tuesday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Truk internal 94/161 membawa kontainer impor WHLU 0454111/20"" dan WHLU 0366351/20"" bergerak dari selatan ke utara, secara tidak sengaja menyerempet kontainer OOLU 1698104 yang ditumpuk di blok K3 – 08. Itu menyebabkan kontainer OOLU 1698104 tikungan casting sudut."
24/09/19;24;September;2019;2;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 09 bergerak dari timur ke barat di blok A5 dari B5, menyerempet dengan Extruck B 9949 UEM. Hal itu menyebabkan keran drain gear box rusak. Perjamuan gantry dilepaskan.
26/09/19;26;September;2019;10;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 15 gantry dari selatan ke utara dan kemudi di blok H5/H4. Pada saat yang sama datang extruck B 9688 PEH dari sisi lain dan menabrak RTG 15. Itu menyebabkan pelindung roda RTG 15 rusak.
27/09/19;27;September;2019;3;Friday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Extruck B 9092 BEK Graha Segara jatuh di blok CC dengan extruck B 9743 JU. Hal itu menyebabkan extruck B 9743 rusak.
01/10/19;1;October;2019;9;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Layanan QCC 12 ke MV Dalian dan ketika dipindahkan ke Bay 46.08.84 wadah terjepit di antara pemandu sel karena ukurannya tidak standar. Ini menyebabkan wadah ZCSU 8362182/40 bengkok untuk semua 4 sisi.
01/10/19;1;October;2019;0;Tuesday;Safety;Near Miss;RS/SL/FD;< NOMOR ALAT >;Container Yard;Machine;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"SL 24 ditumpuk di N1. C (baris 1, tier 4), tiba-tiba spreader turun menyebabkan kebocoran selang hidrolik. Itu menyebabkan semua kunci twist rusak dan wadah TEXU 2702296/20"" jatuh."
07/10/19;7;October;2019;4;Monday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;HT internal 173/159 tabrakan dengan HT internal 134/205 di blok U2. Hal ini menyebabkan kerusakan kabin depan kanan HT 173/159 dan HT 134/205 kabin sisi kanan tergores.
14/10/19;14;October;2019;1;Monday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Sedangkan proses loading QCC 12 di Berth 06 dilayani MV Jonathan untuk import kontainer CMAU 1394156/20"",.kondisi spreader OK, landing lamp OK, twist lock indicator normal, tidak ada trouble sama sekali. Kerekan ke atas tetapi pada ketinggian 1 tingkat, kunci putar di sisi timur (2) tidak terkunci dan kunci putar yang berlawanan masih terkunci. Ini menyebabkan kerusakan kontainer CMAU 1394156/20"""
16/10/19;16;October;2019;9;Wednesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 16 sedang memuat di teluk 06.02 tier 02 (84), penyebar menggantung kontainer MSCU 500836/40"", menumpuk di pemandu sel, menyebabkan posisi kapal miring ke belakang, wadah terlepas dari penyebar dan mengenai pemandu sel. Itu menyebabkan 4 sudut panduan sel bengkok dan patah."
20/10/19;20;October;2019;9;Sunday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 07 sedang memuat di teluk 13 H di CSCL Lima, sementara penyebar terangkat, menabrak kontainer SIKU 3024877/20"". Hal ini menyebabkan kontainer SIKU 3024877/20"" rusak."
27/10/19;27;October;2019;22;Sunday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 06 menyerempet extruck B 9154 KEH di blok H4.26. Itu menyebabkan penjaga gantry motor RTG 06 rusak; wadah BMOU 3285006/20"" tikungan dan sisi kiri wadah robek sekitar 1 meter."
31/10/19;31;October;2019;5;Thursday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Kontainer HMMU 9002555/40"" MT jatuh di blok F2 dari extruck B 9796 JN. Hal ini menyebabkan kontainer HMMU 9002555/40"" penyok (rusak)."
01/11/19;1;November;2019;19;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Setelah menumpuk kontainer TCNU 5541467/40"" di blok JJ.18, truk internal 214/109 kembali ke kapal CMA CGM Blue Whale untuk pembongkaran berikutnya. Dia membawa truk begitu cepat, ketika tiba melalui blok AA, dia menabrak penghitungan kabin QCC 18, yang tidak beroperasi pada waktu itu. Itu menyebabkan tangga dan panel listrik menekuk."
05/11/19;5;November;2019;5;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Machine;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 47 adalah kontainer pengiriman TRLU 2636670/20"" untuk memblokir MM 25.05.02, sementara mengangkat kontainer sekitar 3 meter, tiba-tiba 2 kunci penyebar terbuka. Ini menyebabkan kontainer TRLU 2636670/20"" miring (menggantung)"
05/11/19;5;November;2019;14;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pengemudi truk eksternal B 9751 UIZ sedang membantu Extruck B 9011 UEI lain yang mogok di blok K2.22. RTG 09 datang dari utara ke selatan di blok L2.20 menabrak Extruck B 9751 UIZ yang sedang menggenangi truk B 9011 UEI yang rusak. Ini menyebabkan kerusakan Extruck B 9751 UIZ.
05/11/19;5;November;2019;14;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 07 adalah gantry dari timur ke barat, setelah tiba di blok E2/E3, tiba-tiba datang Extruck B 9839 UEL dan melalui RTG 07 di bawahnya, sehingga menyerempet 2 wheel guard. Hal itu menyebabkan 2 wheel guard RTG 07 rusak.
16/11/19;16;November;2019;9;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 52 sedang menumpuk kontainer impor SEGU 3135333/20"" di blok K4.20. Setelah itu bergerak ke selatan. Ada Extruck B9003 TEI yang membawa kontainer SEGU 3135333/20"" dan posisinya berada di bawah RTG 52, sehingga sasis menyerempet wheel guard dan wheel guard motor gantry. Hal ini menyebabkan wheel guard RTG 52 rusak dan kontainer SEGU 3135333/20"" robek sekitar 50 cm."
19/11/19;19;November;2019;0;Tuesday;Safety;Near Miss;HT External;< NOMOR ALAT >;Gate Out;Machine;Facility Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;HT external B 9532 menabrak palang portal line 2 di karenakan rem  nya blong
22/11/19;22;November;2019;22;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Machine;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 28 sambil menangani wadah TEMU 7908320/40"", sambil mengangkat ke atas, salah satu kunci twist penyebar terbuka. Hal ini menyebabkan pengecoran sudut wadah TEMU 7908320/40"" rusak."
24/11/19;24;November;2019;19;Sunday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Extruck B 9013 POM setelah menumpuk kontainer di blok G5.08.5 – 6 daripada pergi ke gate out, tiba di blok O5 tiba-tiba datang extruck B 9442 UEI dari sisi lain. Sehingga menabrak extruck B 9013 POM. Hal itu menyebabkan kedua truk rusak.
01/12/19;1;December;2019;15;Sunday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;HT internal 145/178 parkir sempit di jalur RTG, sehingga saat berada di blok A1.10 terhempas dengan RTG 05. Hal itu menyebabkan tangga RTG 05 rusak. Kunci equalizer juga rusak.
02/12/19;2;December;2019;1;Monday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Sasis internal HT 166 / 126 jatuh dengan sisi kiri kontainer FCIU 7206210 / 40 "". Hal ini menyebabkan kontainer FCIU 7206210 / 40"" rusak"
03/12/19;3;December;2019;9;Tuesday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Extruck B 9502 UIY membawa kontainer impor CMAU 0713120/20""dan CMAU 0056473/20"" dari blok LL-26 ke blok LL-28, setelah manuver extruck tersebut jatuh dengan kontainer BSIU 2635179/20"" dimana di blok LL-28-01-01. Ini menyebabkan sisi belakang wadah BSIU 2635179 / penyok 20""."
05/12/19;5;December;2019;1;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Machine;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 05 bertugas untuk CSCL KINGSTON ketika operator mengangkat kontainer SEGU 4508112 / 40"" hingga memuat di bay 06 secara kebetulan kawat troli putus."
05/12/19;5;December;2019;1;Thursday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Truk internal 184/180 sedang bongkar muat dari dermaga 5 ingin menumpuk di blok M2, di jalur kemudi menabrak extruck B 9738 UEL yang datang dari sisi lain. Hal itu menyebabkan kedua truk rusak.
07/12/19;7;December;2019;11;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 28 menumpuk kontainer di blok D1, dari E1 dan E2. Antara blok itu datang extruck B 9757 UIZ ingin menumpuk kontainer ekspor di blok yang sama tetapi posisi truk berada di garis kemudi, sehingga extruck menabrak RTG 28. Hal itu menyebabkan 2 wheel guard RTG 28 rusak.
08/12/19;8;December;2019;4;Sunday;Safety;Near Miss;Others;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Tim keselamatan kelompok B telah mendapat info dari operasional bahwa kontainer ekspor FCIU 9256776 / 40 ""FT dari blok 12-08-03-01 saat dimuat ke kapal WHAN HAI, didirikan oleh orang penghitungan kontainer yang dibuka dan tidak ada segel di atasnya. Untuk penyelidikan kontainer itu batal muat."
13/12/19;13;December;2019;19;Friday;Safety;First Aid / Injury;Others;< NOMOR ALAT >;Dermaga;Human Error;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Safety mendapat informasi dari Duty Manager bahwa ketika stevedore membuka lasing di CMA CGM Virginia (dermaga 5, dermaga utara, teluk 10), itu jatuh dan mengenai jari kaki stevedore. Itu menyebabkan cedera di jari kaki kanannya.
13/12/19;13;December;2019;22;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Extruck B 9485 VI sedang membawa kontainer ekspor GESU 119859/20"" bergerak dari barat ke timur di blok G5 – 01 – 06 karena di sana ramai manuver pengemudi extruck, dan wheel guard RTG 32 jatuh. Itu menyebabkan wheel guard motor gantry RTG 32 rusak"
30/12/19;30;December;2019;13;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Machine;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Kami mendapat info dari wasop bahwa RTG 58 di blok BB 15.05.05, sementara penyebar mengangkat wadah OOLU 1890930 / 20 "", tiba-tiba kunci twist di sisi barat terbuka. Hal ini menyebabkan kontainer di bawah kontainer OOLU 1890930/20"" robek. (TEMU 5427285/20"")."
30/12/19;30;December;2019;14;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 32 di blok J2.00 menabrak internal truck 136/193 yang membawa kontainer TGBU 711146/40"". Hal itu menyebabkan kontainer TGBU 711146/ 40"" robek 1,5 meter."
02/01/20;2;January;2020;12;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 60 saat kemudi menabrak RTG 34 di blok H2/H3. Hal itu menyebabkan tangga operator RTG 60 rusak
04/01/20;4;January;2020;3;Saturday;Safety;First Aid / Injury;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 06 diangkat 2 kontainer 20 "", seharusnya diangkat ke atas bergerak tunggal 40"". Ini menyebabkan 2 kontainer ditumpuk di pemandu sel (CXDU 1457841/20"" &; KMTU 7352470/20"")."
